video_id,channelTitle,title,description,tags,publishedAt,thumbnail,channelId,viewCount,likeCount,commentCount,favoriteCount,duration,definition,caption
8GfI78_AF4k,Bosch Automotive NA,Pinch Tab arm installation for Bosch Clear Advantage wiper blades.,GWB081 VATL2 0 Montage,"('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2023-02-28,https://i.ytimg.com/vi/8GfI78_AF4k/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,326,1,0,0,PT1M,hd,false
fDh4Om8mVgQ,Bosch Automotive NA,BMW Top Lock arm installation for Bosch Clear Advantage wiper blades.,GWB081 VATL2 1 Montage,"('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades')",2023-02-28,https://i.ytimg.com/vi/fDh4Om8mVgQ/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,100,1,0,0,PT1M8S,hd,false
63Pr81MjV1g,Bosch Automotive NA,Bosch Night Performance Wiper Blades – Night Eyes :06 One Driver,"Night vision has evolved. Bosch Night Performance Wiper Blades reduce blur and glare, clearing away rain at just the right angle. They’re so adapted to the dangers of driving on stormy nights, it’s almost as if those who drive with them are too.
@BoschAutoNA","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'auto repair', 'car repair', 'vehicle repair', 'fleet repair', 'Envision', 'Focus', 'Wiper blades', 'Night Performance', 'Night Vision', 'AutoZone', ""O'Reilly Auto Parts"", 'Advance Auto Parts')",2023-01-27,https://i.ytimg.com/vi/63Pr81MjV1g/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,250,0,0,0,PT7S,hd,true
MOYrRiXQq3M,Bosch Automotive NA,Bosch Night Performance Wiper Blades – Night Eyes :06 Three Drivers,"Night vision has evolved. Bosch Night Performance Wiper Blades reduce blur and glare, clearing away rain at just the right angle. They’re so adapted to the dangers of driving on stormy nights, it’s almost as if those who drive with them are too.
@BoschAutoNA","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'auto repair', 'car repair', 'vehicle repair', 'fleet repair', 'Envision', 'Focus', 'Wiper blades', 'Night Performance', 'Night Vision', 'AutoZone', ""O'Reilly Auto Parts"", 'Advance Auto Parts')",2023-01-27,https://i.ytimg.com/vi/MOYrRiXQq3M/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,87,1,0,0,PT7S,hd,true
PsTVURXIFgs,Bosch Automotive NA,Bosch Night Performance Wiper Blades – Night Eyes :06 Two Drivers,"Night vision has evolved. Bosch Night Performance Wiper Blades reduce blur and glare, clearing away rain at just the right angle. They’re so adapted to the dangers of driving on stormy nights, it’s almost as if those who drive with them are too.
@BoschAutoNA","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'auto repair', 'car repair', 'vehicle repair', 'fleet repair', 'Envision', 'Focus', 'Wiper blades', 'Night Performance', 'Night Vision', 'AutoZone', ""O'Reilly Auto Parts"", 'Advance Auto Parts')",2023-01-27,https://i.ytimg.com/vi/PsTVURXIFgs/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,167,0,0,0,PT7S,hd,true
mCfumoC_SqU,Bosch Automotive NA,Bosch Night Performance Wiper Blades – Night Eyes :30,"Night vision has evolved. Bosch Night Performance Wiper Blades reduce blur and glare, clearing away rain at just the right angle. They’re so adapted to the dangers of driving on stormy nights, it’s almost as if those who drive with them are too.
@BoschAutoNA","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'auto repair', 'car repair', 'vehicle repair', 'fleet repair', 'Envision', 'Focus', 'Wiper blades', 'Night Performance', 'Night Vision', 'AutoZone', ""O'Reilly Auto Parts"", 'Advance Auto Parts')",2023-01-27,https://i.ytimg.com/vi/mCfumoC_SqU/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,286829,8,3,0,PT31S,hd,true
jhnKbe3Etcs,Bosch Automotive NA,Bosch Night Performance Wiper Blades – Night Eyes :15 Drivers,"Night vision has evolved. Bosch Night Performance Wiper Blades reduce blur and glare, clearing away rain at just the right angle. They’re so adapted to the dangers of driving on stormy nights, it’s almost as if those who drive with them are too.
@BoschAutoNA","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'auto repair', 'car repair', 'vehicle repair', 'fleet repair', 'Envision', 'Focus', 'Wiper blades', 'Night Performance', 'Night Vision', 'AutoZone', ""O'Reilly Auto Parts"", 'Advance Auto Parts')",2023-01-27,https://i.ytimg.com/vi/jhnKbe3Etcs/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,212389,1,0,0,PT16S,hd,true
stOHHlGvSc8,Bosch Automotive NA,Bosch Night Performance Wiper Blades – Night Eyes :40,"Night vision has evolved. Bosch Night Performance Wiper Blades reduce blur and glare, clearing away rain at just the right angle. They’re so adapted to the dangers of driving on stormy nights, it’s almost as if those who drive with them are too. 
@BoschAutoNA","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'auto repair', 'car repair', 'vehicle repair', 'fleet repair', 'Envision', 'Focus', 'Wiper blades', 'Night Performance', 'Night Vision', 'AutoZone', ""O'Reilly Auto Parts"", 'Advance Auto Parts')",2023-01-27,https://i.ytimg.com/vi/stOHHlGvSc8/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,6406,19,11,0,PT41S,hd,true
_x6gR704zeM,Bosch Automotive NA,Bosch Night Performance Wiper Blades – Night Eyes :15 Gas Station,"Night vision has evolved. Bosch Night Performance Wiper Blades reduce blur and glare, clearing away rain at just the right angle. They’re so adapted to the dangers of driving on stormy nights, it’s almost as if those who drive with them are too. 
@BoschAutoNA","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'auto repair', 'car repair', 'vehicle repair', 'fleet repair', 'Envision', 'Focus', 'Wiper blades', 'Night Performance', 'Night Vision', 'AutoZone', ""O'Reilly Auto Parts"", 'Advance Auto Parts')",2023-01-27,https://i.ytimg.com/vi/_x6gR704zeM/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,38793,1,0,0,PT16S,hd,true
KjrXduZ6GSY,Bosch Automotive NA,Bosch EV3000 30kW DC Fast Charger,"Bosch EV solutions introduces the EV3000 DC Fast Charger with 30kW output power. Ideal for commercial, workplace, fleet, and public charging. Compact and wall mountable to reduce the complexity and cost of installation. Charge up to 4 times faster than Level 2 AC electric vehicle chargers.

For more information on the EV3000 DC Fast Charger head over to https://www.boschevsolutions.com/charging-stations/ev3000-30kw-dc-fast-charger?sku=1699503887CXL","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'adas', 'scan tools', 'auto repair', 'auto body', 'car repair', 'vehicle repair', 'auto diagnostic', 'car scanner', 'leak tester', 'mechanical tester', 'heavy duty repair', 'fleet repair', 'diagnostic', 'bosch diagnostics', 'advanced driver assistance systems')",2023-01-27,https://i.ytimg.com/vi/KjrXduZ6GSY/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,416,6,0,0,PT1M44S,hd,true
vE0q65oIHNc,Bosch Automotive NA,Bosch EV300 Level 2 EV Charging Station,"Bosch EV solutions introduces the EV300 Level 2 EV Charging Station. Ideal for both indoor and outdoor residential and garage installation -- this compact, yet powerful electric vehicle charger provides 32A capacity and charges up to 6 times faster than with a standard EV cord. Easy to install. Easy to mount. Easy to operate.

For more information on the EV300 Level 2 EV Charging Station head over to https://www.boschevsolutions.com/charging-stations/ev300-level-2-ev-charging-station?sku=EV300","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'adas', 'scan tools', 'auto repair', 'auto body', 'car repair', 'vehicle repair', 'auto diagnostic', 'car scanner', 'leak tester', 'mechanical tester', 'heavy duty repair', 'fleet repair', 'diagnostic', 'bosch diagnostics', 'advanced driver assistance systems')",2023-01-27,https://i.ytimg.com/vi/vE0q65oIHNc/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,303,2,1,0,PT1M19S,hd,true
cD4XTD8HNPU,Bosch Automotive NA,Solving a vehicle that's having trouble starting,"We’ll take a look at a vehicle with a bad starter by utilizing the Bosch BAT 120 Battery and Starter/Charger System Tester, a Bosch ADS 625X or ADS 625 Diagnostic Scan Tool, the Bosch MMD 540H CAT III Multimeter, the OTC  Battery Terminal Service Kit, and a Bosch SR1352X Remanufactured Starter. See how #BoschSolves real-world problems technicians see in their shop every day.

Shop Products Featured in the Video:

Bosch Diagnostics
• Bosch ADS 525X Diagnostic Scan Tool (3945): https://www.boschdiagnostics.com/products/ads-525x-diagnostic-scan-tool 
• Bosch ADS 625X Diagnostic Scan Tool (3975): https://www.boschdiagnostics.com/products/ads-625x-diagnostic-scan-tool 
• Bosch BAT 120 Battery and Starter/Charger System Tester (1699501320): https://www.boschdiagnostics.com/products/bat-120-battery-and-startercharger-system-tester 
• Bosch MMD 540H CAT III Auto Ranging Digital Multimeter (F00E9001013CM) https://www.boschdiagnostics.com/products/mmd-540h-hybrid-multimeter 
Bosch Auto Parts
• Bosch Remanufactured Starter (SR1352X): https://www.boschautoparts.com/p/remanufactured-starters-sr1352x- 
OTC Tools and Equipment
• OTC Battery Terminal Service Kit (4631): https://www.otctools.com/products/battery-terminal-service-kit-8-piece","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'adas', 'scan tools', 'auto repair', 'auto body', 'car repair', 'vehicle repair', 'auto diagnostic', 'car scanner', 'leak tester', 'mechanical tester', 'heavy duty repair', 'fleet repair', 'diagnostic', 'bosch diagnostics', 'advanced driver assistance systems', 'auto shop', 'technician', 'diagnostics', 'scan tool', 'scanner')",2022-12-29,https://i.ytimg.com/vi/cD4XTD8HNPU/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,320,3,0,0,PT1M50S,hd,true
chEvQoB6Ttw,Bosch Automotive NA,Solving a vehicle with a check engine light that disappears after starting,"We’ll take a look at a hard-starting vehicle with a check engine light on that disappears after starting by utilizing a Bosch ADS 625X or ADS 625 Diagnostic Scan Tool, an OTC 4567 Oil filter wrench, and a Bosch 3581 Premium Oil Filter. See how #BoschSolves real-world problems technicians see in their shop every day.

Shop Products Featured in the Video:

Bosch Diagnostics
• Bosch ADS 525X Diagnostic Scan Tool (3945): https://www.boschdiagnostics.com/products/ads-525x-diagnostic-scan-tool 
• Bosch ADS 625X Diagnostic Scan Tool (3975): https://www.boschdiagnostics.com/products/ads-625x-diagnostic-scan-tool
Bosch Auto Parts
• Bosch Premium Oil Filter (3581): https://www.boschautoparts.com/p/premium-oil-filters-3581- 
OTC Tools and Equipment
• OTC Swivel Handle Oil Filter Wrench (4567): https://www.otctools.com/products/swivel-handle-oil-filter-wrench-1","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'adas', 'scan tools', 'auto repair', 'auto body', 'car repair', 'vehicle repair', 'auto diagnostic', 'car scanner', 'leak tester', 'mechanical tester', 'heavy duty repair', 'fleet repair', 'diagnostic', 'bosch diagnostics', 'advanced driver assistance systems')",2022-12-29,https://i.ytimg.com/vi/chEvQoB6Ttw/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,357,6,0,0,PT1M51S,hd,true
V-YvdSt7HE4,Bosch Automotive NA,Solving a vehicle with inoperative wipers after a heavy snowfall,"We’ll take a look at a vehicle with inoperative wipers after combatting an icy windshield by utilizing a Bosch ADS 625X or ADS 625 Diagnostic Scan Tool, the Bosch MMD 540H CAT III Multimeter, and Bosch 26BW Winter Wiper Blades. See how #BoschSolves real-world problems technicians see in their shop every day.

Shop Products Featured in the Video:
Bosch Diagnostics
• Bosch ADS 525X Diagnostic Scan Tool (3945): https://www.boschdiagnostics.com/products/ads-525x-diagnostic-scan-tool 
• Bosch ADS 625X Diagnostic Scan Tool (3975): https://www.boschdiagnostics.com/products/ads-625x-diagnostic-scan-tool 
• Bosch MMD 540H CAT III Auto Ranging Digital Multimeter (F00E9001013CM): https://www.boschdiagnostics.com/products/mmd-540h-hybrid-multimeter 
Bosch Auto Parts
• Bosch 26BW Winter Wiper Blades: https://www.boschautoparts.com/p/winter-wiper-blades-26bw- 
• Bosch 16BW Winter Wiper Blades: https://www.boschautoparts.com/p/winter-wiper-blades-16bw-","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'adas', 'scan tools', 'auto repair', 'auto body', 'car repair', 'vehicle repair', 'auto diagnostic', 'car scanner', 'leak tester', 'mechanical tester', 'heavy duty repair', 'fleet repair', 'diagnostic', 'bosch diagnostics', 'advanced driver assistance systems')",2022-12-29,https://i.ytimg.com/vi/V-YvdSt7HE4/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,213,3,0,0,PT1M38S,hd,true
N7UXA3__hgo,Bosch Automotive NA,Solving a vehicle with a rattling engine after a cold start,"We’ll take a look at a vehicle with a rattling engine after a cold start by utilizing a Bosch ADS 625X or ADS 625 Diagnostic Scan Tool, the OTC Drain Plug Pro Toolkit and Heavy-Duty Filter Wrench, and a Bosch Workshop Oil Filter. See how #BoschSolves real-world problems technicians see in their shop every day.

Shop Products Featured in the Video:
Bosch Diagnostics
• Bosch ADS 525X Diagnostic Scan Tool (3945): https://www.boschdiagnostics.com/products/ads-525x-diagnostic-scan-tool 
• Bosch ADS 625X Diagnostic Scan Tool (3975): https://www.boschdiagnostics.com/products/ads-625x-diagnostic-scan-tool 
Bosch Auto Parts
• Bosch Workshop Oil Filters (72226WS): https://www.boschautoparts.com/p/workshop-oil-filters-72226ws- 
OTC Tools and Equipment
• OTC Drain Plug Pro Toolkit (5961): https://www.otctools.com/products/drain-plug-pro-tool-kit 
• OTC Heavy-Duty Drain Plug Pro™ (5961HD):  https://www.otctools.com/products/heavy-duty-drain-plug-pro%E2%84%A2 
• OTC Heavy-Duty 3-Leg Filter Wrench – Standard (4440): https://www.otctools.com/products/heavy-duty-3-leg-filter-wrench-standard","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'adas', 'scan tools', 'auto repair', 'auto body', 'car repair', 'vehicle repair', 'auto diagnostic', 'car scanner', 'leak tester', 'mechanical tester', 'heavy duty repair', 'fleet repair', 'diagnostic', 'bosch diagnostics', 'advanced driver assistance systems')",2022-12-29,https://i.ytimg.com/vi/N7UXA3__hgo/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,140,2,0,0,PT2M20S,hd,true
fR-F3G6HRXo,Bosch Automotive NA,Solving a vehicle with sluggish acceleration that smells like fuel and is getting poor gas mileage,"We’ll take a look at a vehicle with sluggish acceleration that’s getting poor gas mileage by utilizing the OTC 6500 Flexihead 02 Sensor Wrench, a Bosch ADS 625X or ADS 625 Diagnostic Scan Tool and a Bosch Premium Wideband A/F Oxygen (O2) Sensor. See how #BoschSolves real-world problems technicians see in their shop every day.

Shop Products Featured in the Video:
Bosch Diagnostics
• Bosch ADS 525X Diagnostic Scan Tool (3945): https://www.boschdiagnostics.com/products/ads-525x-diagnostic-scan-tool 
• Bosch ADS 625X Diagnostic Scan Tool (3975): https://www.boschdiagnostics.com/products/ads-625x-diagnostic-scan-tool
Bosch Auto Parts
• Bosch Premium Wideband A/F Oxygen (O2) Sensors (17480): https://www.boschautoparts.com/p/premium-wideband-a/f-oxygen-o2-sensors-17480- 
OTC Tools and Equipment
• OTC Flexihead 02 Sensor Wrench (6500): https://www.otctools.com/products/flexihead-o2-sensor-wrench","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'adas', 'scan tools', 'auto repair', 'auto body', 'car repair', 'vehicle repair', 'auto diagnostic', 'car scanner', 'leak tester', 'mechanical tester', 'heavy duty repair', 'fleet repair', 'diagnostic', 'bosch diagnostics', 'advanced driver assistance systems')",2022-12-29,https://i.ytimg.com/vi/fR-F3G6HRXo/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,133,1,0,0,PT1M45S,hd,true
E7MFjlamVfU,Bosch Automotive NA,Solving a vehicle with corroded battery terminals and an overcharging alternator,"We’ll take a look at a vehicle with corrosion on the battery terminals, discovered during routine maintenance, by utilizing the Bosch BAT 120 Battery and Starter/Charger System Tester, a Bosch ADS 625X or ADS 625 Diagnostic Scan Too, the OTC Battery Terminal Service Kit, a Bosch AL0889X remanufactured alternator, and a Bosch S6585B S6 High Performance AGM™ Battery. See how #BoschSolves real-world problems technicians see in their shop every day.

Shop Products Featured in the Video:
Bosch Diagnostics
• Bosch ADS 525X Diagnostic Scan Tool (3945): https://www.boschdiagnostics.com/products/ads-525x-diagnostic-scan-tool 
• Bosch ADS 625X Diagnostic Scan Tool (3975): https://www.boschdiagnostics.com/products/ads-625x-diagnostic-scan-tool
• Bosch BAT 120 Battery and Starter/Charger System Tester (1699501320): https://www.boschdiagnostics.com/products/bat-120-battery-and-startercharger-system-tester 
• Bosch BAT 135 Battery Tester With Integrated Printer (1699200244): https://www.boschdiagnostics.com/products/bat-135-battery-tester-integrated-printer 
Bosch Auto Parts
• Bosch S6 High Performance AGM™ Battery (S6585B): https://www.boschautoparts.com/p/s6-high-performance-agm%E2%84%A2-battery-s6585b- 
• Bosch Remanufactured Alternator (AL0889X): https://www.boschautoparts.com/p/remanufactured-alternators-al0889x- 
OTC Tools and Equipment
• OTC Battery Terminal Service Kit (4631): https://www.otctools.com/products/battery-terminal-service-kit-8-piece","('Bosch', 'Bosch Auto Parts', 'Automobile', 'auto parts', 'cars', 'car', 'DIY', 'windshield wiper', 'wipers', 'quality', 'visibility', 'easy installation', 'windshield wipers', 'wiper blade', 'blades', 'adas', 'scan tools', 'auto repair', 'auto body', 'car repair', 'vehicle repair', 'auto diagnostic', 'car scanner', 'leak tester', 'mechanical tester', 'heavy duty repair', 'fleet repair', 'diagnostic', 'bosch diagnostics', 'advanced driver assistance systems')",2022-12-29,https://i.ytimg.com/vi/E7MFjlamVfU/default.jpg,UC0J5c2QhaVVzeWAkpGPbftw,224,4,0,0,PT2M5S,hd,true
